#	dia(1)	hora(1)	gyroX	gyroY	gyroZ	accelX	accelY	accelZ	roll	pitch	yaw	brujula	vientoFG	varianzaRoll	varianzaPitch	direccion	gpsLong	gpsLat	altime	motores(4)	motores(4)	motores(4)	motores(4)
0	2019-06-03	15:04:39	21.484375	7.8125	33.203125	-0.578857421875	0.052001953125	0.867431640625	2.717	-33.478	-3.909	N	0.5811885391063613	-0.007340533978806185	0.0080826304020718	null	gpsLong	gpsLat	700	1000	1000	1000	1000
1	2019-06-03	15:04:40	19.53125	7.8125	35.15625	-0.575439453125	0.0478515625	0.86572265625	2.717	-33.478	-3.909	N	0.5774256110067256	0.0	0.0	null	gpsLong	gpsLat	700	1000	1000	1000	1000
2	2019-06-03	15:04:40	19.53125	5.859375	33.203125	-0.5771484375	0.048828125	0.865966796875	2.723	-33.468	-3.907	N	0.5792102422261773	-0.006030065536849261	-0.009243216198214554	null	gpsLong	gpsLat	700	1000	1000	1000	1000
3	2019-06-03	15:04:40	21.484375	7.8125	35.15625	-0.578125	0.0546875	0.86865234375	2.722	-33.475	-3.904	N	0.5807058104421291	0.0016317865870885129	0.007017756178427703	null	gpsLong	gpsLat	700	1000	1000	1000	1000
4	2019-06-03	15:04:40	21.484375	5.859375	31.25	-0.57568359375	0.0458984375	0.875732421875	2.719	-33.469	-3.9	N	0.5775104039563759	0.002372160889620112	-0.006323120441329877	null	gpsLong	gpsLat	700	1000	1000	1000	1000
5	2019-06-03	15:04:40	15.625	7.8125	33.203125	-0.57568359375	0.048583984375	0.86865234375	2.719	-33.463	-3.9	N	0.5777300439224753	0.0003698543258967568	-0.006670608980734016	null	gpsLong	gpsLat	700	1000	1000	1000	1000
6	2019-06-03	15:04:40	19.53125	7.8125	31.25	-0.578369140625	0.048828125	0.8642578125	2.716	-33.456	-3.896	N	0.5804266091577097	0.0023712397615720526	-0.006324080691378242	null	gpsLong	gpsLat	700	1000	1000	1000	1000
7	2019-06-03	15:04:41	23.4375	7.8125	33.203125	-0.576416015625	0.050537109375	0.868408203125	2.723	-33.456	-3.895	N	0.5786271878273445	-0.006685914667148296	-0.0005791398549490623	null	gpsLong	gpsLat	700	1000	1000	1000	1000
8	2019-06-03	15:04:41	19.53125	3.90625	33.203125	-0.573974609375	0.048095703125	0.87255859375	2.716	-33.448	-3.896	N	0.5759861533633183	0.007339474996253426	-0.008083029311720225	null	gpsLong	gpsLat	700	1000	1000	1000	1000
9	2019-06-03	15:04:41	21.484375	5.859375	31.25	-0.5751953125	0.0478515625	0.868408203125	2.716	-33.448	-3.896	N	0.577182310501339	0.0	0.0	null	gpsLong	gpsLat	700	1000	1000	1000	1000
