#	dia(1)	hora(1)	gyroX	gyroY	gyroZ	accelX	accelY	accelZ	roll	pitch	yaw	brujula	vientoFG	varianzaRoll	varianzaPitch	direccion	gpsLong	gpsLat	altime	motores(4)	motores(4)	motores(4)	motores(4)
0	2019-06-03	15:04:21	21.484375	7.8125	35.15625	-0.574462890625	0.052490234375	0.8720703125	4.063	-33.646	-2.32	N	0.5768559936500384	-0.033824610159316926	0.005441851590724411	null	gpsLong	gpsLat	700	1000	1000	1000	1000
1	2019-06-03	15:04:21	21.484375	7.8125	35.15625	-0.574462890625	0.045654296875	0.873046875	4.056	-33.644	-2.361	N	0.5762741773916139	0.006566300859447871	-0.002101346545387628	null	gpsLong	gpsLat	700	1000	1000	1000	1000
2	2019-06-03	15:04:22	21.484375	9.765625	37.109375	-0.575927734375	0.045654296875	0.8740234375	4.07	-33.648	-2.411	N	0.5777344286482079	-0.013359045777150413	0.004345856364558642	null	gpsLong	gpsLat	700	1000	1000	1000	1000
3	2019-06-03	15:04:22	21.484375	5.859375	33.203125	-0.57421875	0.052001953125	0.85986328125	4.064	-33.655	-2.452	N	0.5765686220914014	0.0060610284250550706	0.006575390448716689	null	gpsLong	gpsLat	700	1000	1000	1000	1000
4	2019-06-03	15:04:22	19.53125	7.8125	35.15625	-0.57421875	0.048583984375	0.86865234375	4.061	-33.652	-2.5	N	0.5762704021458266	0.002529805452018863	-0.0029138363241187903	null	gpsLong	gpsLat	700	1000	1000	1000	1000
5	2019-06-03	15:04:22	19.53125	9.765625	35.15625	-0.574951171875	0.05126953125	0.86767578125	4.057	-33.651	-2.545	N	0.5772325483503425	0.004232425567709086	-0.000495133605241449	null	gpsLong	gpsLat	700	1000	1000	1000	1000
6	2019-06-03	15:04:22	15.625	7.8125	35.15625	-0.57470703125	0.0517578125	0.87255859375	4.068	-33.641	-2.591	N	0.577032965196074	-0.010630300821426353	-0.010616263058466302	null	gpsLong	gpsLat	700	1000	1000	1000	1000
7	2019-06-03	15:04:22	19.53125	7.8125	35.15625	-0.57666015625	0.047607421875	0.866943359375	4.063	-33.638	-2.636	N	0.5786219857764295	0.004563641785934713	-0.002492139705772445	null	gpsLong	gpsLat	700	1000	1000	1000	1000
8	2019-06-03	15:04:22	19.53125	9.765625	35.15625	-0.573974609375	0.049560546875	0.87255859375	4.059	-33.638	-2.681	N	0.5761103193084922	0.004243496421666215	-0.00048710611117996905	null	gpsLong	gpsLat	700	1000	1000	1000	1000
9	2019-06-03	15:04:23	21.484375	7.8125	37.109375	-0.574951171875	0.048828125	0.870361328125	4.063	-33.643	-2.728	N	0.5770208279009098	-0.004677456851739592	0.005231630992845737	null	gpsLong	gpsLat	700	1000	1000	1000	1000
