dia(1)	hora(1)	gyroX	gyroY	gyroZ	accelX	accelY	accelZ	roll	pitch	yaw	brujula	vientoFG	varianzaRoll	varianzaPitch	direccion	gpsLong	gpsLat	altime	motores(4)	motores(4)	motores(4)	motores(4)
2019-04-18	20:08:02	33.203125	17.578125	-15.63262939453125	0.00732421875	0.024169921875	1.0556640625	1.001	0.257	0.118	N	0.025255282689794923	0	0	None	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	20:08:02	39.0625	9.765625	-5.86700439453125	0.007568359375	0.02197265625	1.061279296875	1.183	0.199	0.17	N	0.023239571560375514	-0.1819062744563611	0.05741812683890063	SE	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	20:08:02	35.15625	13.671875	-9.77325439453125	0.0078125	0.02099609375	1.056396484375	1.364	0.163	0.191	N	0.022402479974520433	-0.1818717626196762	0.03600834658021912	SE	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	20:08:02	50.78125	3.90625	-123.05450439453125	0.00634765625	0.017333984375	1.062255859375	1.54	0.145	0.338	N	0.018459679146206963	-0.17515530908977373	0.018528627797801622	SE	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	20:08:02	52.734375	-3.91387939453125	-46.88262939453125	0.00390625	0.02685546875	1.060791015625	1.729	0.151	0.558	N	0.027138072717949713	-0.1895480908670124	-0.0062178375156427546	SE	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	20:08:02	46.875	7.8125	-13.67950439453125	0.008544921875	0.024169921875	1.067138671875	1.869	0.131	0.709	N	0.025635928173043727	-0.14013332393462563	0.020259692028509607	SE	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	20:08:03	44.921875	13.671875	-11.72637939453125	0.006591796875	0.020263671875	1.053955078125	1.974	0.1	0.744	N	0.02130887570705986	-0.1045922209329666	0.0304799984688391	SE	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	20:08:03	37.109375	15.625	-9.77325439453125	0.005126953125	0.022705078125	1.0546875	2.058	0.063	0.775	N	0.023276731321392633	-0.0836014953973423	0.037183905829981156	None	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	20:08:03	37.109375	13.671875	-11.72637939453125	0.004150390625	0.023193359375	1.05615234375	2.148	0.038	0.863	N	0.023561783918837474	-0.09063284744363154	0.025489674806351573	SE	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	20:08:03	39.0625	7.8125	-7.82012939453125	0.00537109375	0.02197265625	1.062255859375	2.239	0.038	0.985	N	0.022619599261524355	-0.09114922469432996	-0.0008363120682590014	SE	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	20:08:03	35.15625	15.625	-17.58575439453125	0.00537109375	0.02392578125	1.06591796875	2.288	0.006	1.07	N	0.024521249081034608	-0.04855285086779393	0.03216349471420398	None	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	20:08:03	42.96875	9.765625	-9.77325439453125	0.003662109375	0.021728515625	1.057373046875	2.329	-0.023	1.091	N	0.022034959413176416	-0.041403786065981496	0.02960368890046349	None	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	20:08:03	39.0625	13.671875	-3.91387939453125	0.0048828125	0.02294921875	1.068359375	2.371	-0.039	1.108	N	0.023462917532683522	-0.04165751618175184	0.015505138034646877	None	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	20:08:04	41.015625	9.765625	-105.47637939453125	0.00048828125	0.015380859375	1.060302734375	2.434	-0.038	1.217	N	0.01538860791925725	-0.06304599872687078	-0.00116633295627349	None	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	20:08:04	37.109375	11.71875	101.55487060546875	0.018798828125	0.03125	1.062744140625	2.445	-0.123	1.889	N	0.03646859524129345	-0.011490804556910206	0.0848993240301802	None	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	20:08:04	37.109375	15.625	44.91424560546875	-0.033203125	0.0244140625	1.061767578125	2.462	-0.219	2.652	N	0.0412127887617367	-0.01624005842393883	0.09639390301633519	None	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	20:08:04	37.109375	9.765625	-37.1246337890625	-0.02490234375	0.028076171875	1.0634765625	2.464	-0.359	4.093	N	0.03752863108877947	-0.002130239697799574	0.13949827008636684	None	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	20:08:04	33.203125	13.671875	175.77362060546875	-0.06591796875	0.045166015625	1.053466796875	2.456	-0.413	5.026	N	0.0799071184035798	0.007431326953573514	0.05400171228768019	None	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	20:08:04	23.4375	37.109375	-150.421142578125	-0.004150390625	0.104736328125	1.052978515625	2.465	-0.567	6.123	N	0.10481852971420537	-0.008331603993959824	0.15421675662119705	None	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	20:08:04	25.390625	37.109375	117.14935302734375	0.018310546875	0.017822265625	1.064453125	2.366	-0.807	8.847	N	0.025552089520617074	0.09863454943319372	0.24020556878100097	N	gpsLong	gpsLat	700	1000	1000	1000	1000
