dia(1)	hora(1)	gyroX	gyroY	gyroZ	accelX	accelY	accelZ	roll	pitch	yaw	dir	gpsLong	gpsLat	altime	motores(4)	motores(4)	motores(4)	motores(4)
2019-04-18	11:06:19	25.390625	11.71875	25.390625	0.00146484375	0.016357421875	1.061279296875	1.013	0.29	-0.211	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	11:06:19	25.390625	11.71875	23.4375	0.003173828125	0.014404296875	1.05810546875	1.3	0.087	-0.424	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	11:06:20	25.390625	11.71875	23.4375	0.003173828125	0.01708984375	1.058837890625	1.511	-0.046	-0.633	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	11:06:20	27.34375	9.765625	29.296875	0.004150390625	0.014892578125	1.05078125	1.651	-0.13	-0.851	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	11:06:21	29.296875	3.90625	-210.9222412109375	0.01025390625	0.032958984375	1.057373046875	1.836	0.037	-4.655	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	11:06:21	27.34375	-7.82012939453125	-124.9847412109375	-0.0087890625	0.028564453125	1.05517578125	1.784	0.424	-15.13	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	11:06:22	3.90625	-13.67950439453125	132.8125	0.00732421875	0.021240234375	1.060302734375	1.595	0.902	-24.448	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	11:06:22	21.484375	11.71875	222.65625	0.001708984375	0.020751953125	1.056640625	1.661	0.839	-27.02	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	11:06:23	130.859375	113.28125	74.22637939453125	0.039306640625	0.010498046875	1.0673828125	1.915	0.579	-28.507	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	11:06:24	74.21875	-39.07012939453125	214.85137939453125	0.0458984375	0.16650390625	1.052978515625	2.324	0.317	-31.859	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	11:06:24	7.8125	7.8125	5.8746337890625	-0.000244140625	0.01513671875	1.059814453125	2.012	0.97	-44.719	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	11:06:25	15.625	7.8125	29.296875	0.014892578125	0.03076171875	1.060546875	1.98	1.114	-50.451	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	11:06:25	23.4375	9.765625	31.25	0.01708984375	0.0283203125	1.068359375	2.144	0.877	-50.713	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	11:06:26	25.390625	11.71875	21.484375	0.016845703125	0.034912109375	1.0595703125	2.293	0.707	-50.936	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	11:06:26	25.390625	7.8125	23.4375	0.013671875	0.026123046875	1.064208984375	2.405	0.623	-51.127	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	11:06:27	23.4375	9.765625	17.578125	0.012939453125	0.03271484375	1.067626953125	2.489	0.58	-51.312	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	11:06:27	25.390625	5.859375	21.484375	0.009765625	0.027587890625	1.055908203125	2.516	0.547	-51.501	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	11:06:28	23.4375	5.859375	25.390625	0.015380859375	0.03369140625	1.06298828125	2.536	0.538	-51.695	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	11:06:28	21.484375	9.765625	21.484375	0.0166015625	0.03271484375	1.057861328125	2.542	0.523	-51.892	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	11:06:29	19.53125	7.8125	19.53125	0.0166015625	0.031494140625	1.05712890625	2.553	0.513	-52.088	N	gpsLong	gpsLat	700	1000	1000	1000	1000
