dia(1)	hora(1)	gyroX	gyroY	gyroZ	accelX	accelY	accelZ	roll	pitch	yaw	dir	gpsLong	gpsLat	altime	motores(4)	motores(4)	motores(4)	motores(4)
2019-04-18	12:56:17	19.53125	9.765625	109.375	0.01416015625	-0.004150390625	1.0576171875	1.338	2.9	2.637	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:18	15.625	41.015625	195.28961181640625	0.024169921875	-0.00439453125	1.056884765625	0.433	1.678	5.884	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:19	29.296875	5.859375	44.91424560546875	0.0361328125	-0.0166015625	1.06005859375	0.384	1.166	13.646	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:19	-56.64825439453125	-21.49200439453125	-152.374267578125	0.10107421875	0.001708984375	1.061767578125	1.037	2.723	17.961	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:20	31.25	25.390625	25.390625	0.025634765625	0.0	1.05712890625	1.029	0.728	18.31	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:20	11.71875	41.015625	224.578857421875	0.030029296875	0.005126953125	1.057373046875	1.054	0.373	23.467	NE	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:21	1.953125	27.34375	-82.061767578125	0.056640625	0.0078125	1.060546875	0.96	0.011	38.155	NE	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:21	19.53125	9.765625	27.34375	0.033935546875	0.00390625	1.055908203125	0.97	0.291	43.013	NE	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:22	29.296875	21.484375	95.6878662109375	0.04443359375	0.00341796875	1.060546875	1.089	0.447	47.523	NE	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:22	11.71875	9.765625	7.7972412109375	0.02392578125	0.023193359375	1.0537109375	1.294	0.282	56.006	NE	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:23	42.96875	27.34375	-232.4371337890625	0.027587890625	0.019287109375	1.059326171875	1.562	0.275	60.712	NE	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:23	23.4375	3.90625	-15.655517578125	0.0048828125	0.029052734375	1.053955078125	1.88	0.098	67.692	E	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:24	-54.69512939453125	-19.53887939453125	-31.28814697265625	0.192138671875	0.070068359375	1.044677734375	1.743	0.008	76.963	E	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:25	42.96875	15.625	160.13336181640625	-0.04443359375	0.052978515625	1.05712890625	2.233	-0.116	79.579	E	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:25	23.4375	13.671875	-197.27325439453125	0.01708984375	0.029052734375	1.055419921875	2.288	-0.197	86.671	E	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:26	21.484375	3.90625	224.58648681640625	0.0029296875	0.036865234375	1.048828125	2.345	-0.231	-88.454	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:26	27.34375	19.53125	-246.124267578125	0.06982421875	0.06982421875	1.059326171875	2.336	-0.822	-78.24	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:27	39.0625	7.8125	105.46112060546875	-0.575927734375	-0.247314453125	1.064208984375	2.249	-1.151	-69.404	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:27	66.40625	80.078125	156.36444091796875	-0.15283203125	0.05810546875	1.09228515625	2.173	-0.178	-71.014	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:28	91.796875	-27.35137939453125	238.27362060546875	0.010986328125	-0.0830078125	1.0498046875	2.928	-0.126	-69.722	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:28	11.71875	13.671875	-103.546142578125	0.015380859375	0.030517578125	1.055419921875	2.55	-1.006	-54.278	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:29	39.0625	-1.96075439453125	181.61773681640625	0.01611328125	0.021728515625	1.0556640625	2.093	-1.375	-43.773	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:29	1.953125	35.15625	60.53924560546875	0.001220703125	0.011474609375	1.056884765625	1.361	-1.633	-30.539	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:30	-42.97637939453125	-50.78887939453125	-13.67950439453125	0.00048828125	0.0107421875	1.05322265625	0.96	-1.341	-22.878	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:31	31.25	13.671875	19.53125	0.006103515625	0.0087890625	1.061279296875	1.303	-1.033	-22.114	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:31	17.578125	15.625	25.390625	0.003662109375	0.012451171875	1.0625	1.381	-0.749	-22.302	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:32	23.4375	5.859375	115.234375	0.013671875	0.01611328125	1.048583984375	1.232	-0.447	-24.416	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:32	29.296875	13.671875	25.390625	0.00341796875	0.007080078125	1.056396484375	1.462	-0.368	-24.627	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:33	-216.796875	218.77288818359375	-164.07012939453125	-0.144775390625	0.0322265625	1.030029296875	2.25	-3.57	-23.835	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:33	-162.10174560546875	-0.00762939453125	216.78924560546875	-0.235595703125	0.0009765625	1.090087890625	3.447	-6.358	-30.058	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:34	-152.34375	80.08575439453125	89.84375	-0.03271484375	0.04150390625	0.961181640625	6.878	-5.949	-31.01	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:34	-248.046875	19.52362060546875	-17.58575439453125	-0.126708984375	0.09912109375	1.03076171875	7.23	-6.125	-33.0	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-18	12:56:35	-56.64825439453125	-48.83575439453125	95.69549560546875	-0.0703125	0.11474609375	1.029541015625	7.0	-4.705	-32.214	N	gpsLong	gpsLat	700	1000	1000	1000	1000
