dia(1)	hora(1)	gyroX	gyroY	gyroZ	accelX	accelY	accelZ	roll	pitch	yaw	brujula	vientoFG	varianzaRoll	varianzaPitch	direccion	gpsLong	gpsLat	altime	motores(4)	motores(4)	motores(4)	motores(4)
2019-05-06	11:51:29	-19,5465087890625	37,109375	60,546875	1,01416015625	-0,008056640625	-0,13037109375	1,599	84,492	-6,271	N	1,014192157326798	0,2984542422768488	-0,7750454355536078	W	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:29	136,71875	56,6253662109375	-2,00653076171875	0,974609375	0,030029296875	-0,029052734375	7,828	79,331	-3,526	N	0,9750718909437895	-6,229108014272175	5,160109495003596	None	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:29	-91,6595458984375	-95,88623046875	125,0152587890625	0,70263671875	0,743896484375	-0,328857421875	-2,266	50,658	-16,91	NW	1,023269435682143	10,09434680290157	28,67344452672819	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:29	-208,984375	228,4088134765625	-52,642822265625	-1,156005859375	-0,92431640625	-0,83740234375	-45,98	-0,456	-86,114	S	1,4801048495874363	43,71347423535094	51,114037318402964	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:29	247,64251708984375	177,86407470703125	68,44329833984375	-0,323974609375	-0,906494140625	1,99993896484375	-32,727	11,446	-82,562	S	0,9626480013520732	-13,252545498087564	-11,901888193084819	S	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:29	-66,71142578125	244,04144287109375	-23,36883544921875	0,331787109375	1,99993896484375	0,3984375	59,446	29,972	74,495	SE	2,0272736739393893	-92,17371813969767	-18,526350675932445	S	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:29	201,13372802734375	80,05523681640625	201,1566162109375	0,237060546875	1,09228515625	-0,1044921875	63,72	26,186	76,425	SE	1,1177139908978329	-4,273333198254633	3,786058358023819	None	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:30	-109,03167724609375	-111,28997802734375	66,4215087890625	0,5712890625	1,99993896484375	0,3818359375	55,126	26,844	68,655	SE	2,0799343874344736	8,594274698138314	-0,6576579199099157	W	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:30	2,0294189453125	-29,33502197265625	-193,47381591796875	0,2080078125	-1,011962890625	-0,48583984375	-33,659	33,234	-55,341	W	1,0331196165319585	88,78499273279459	-6,3900049533791865	W	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:30	-169,77691650390625	185,516357421875	-35,07232666015625	-0,10546875	-0,70068359375	-0,29150390625	-64,758	8,902	-58,547	SW	0,7085768524140325	31,098399080809095	24,33219492381992	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:30	-9,8114013671875	-224,67041015625	242,1875	-0,466552734375	-1,001953125	-0,0341796875	-81,763	-1,434	85,595	S	1,1052517897067866	17,00490073711387	10,335440773781055	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:30	-35,2630615234375	-93,7347412109375	103,515625	-0,5126953125	-1,212158203125	0,04296875	-62,173	12,245	-82,818	S	1,3161246114493497	-19,590230167868135	-13,678886874071251	S	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:30	114,9444580078125	-247,96295166015625	62,3779296875	0,637451171875	0,711181640625	0,036865234375	7,746	43,338	-14,765	NW	0,955051476354483	-69,918200567589	-31,093118493058945	S	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:30	-224,6246337890625	74,21875	-111,3128662109375	0,918212890625	0,822265625	-0,3056640625	32,775	49,196	33,37	NE	1,2325727850989405	-25,029519121502375	-5,857537613032555	S	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:31	101,593017578125	15,63262939453125	-242,16461181640625	0,728759765625	0,2978515625	-0,26123046875	25,139	54,441	25,99	NE	0,7872778094659447	7,6362548692409895	-5,245294192086462	W	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:31	89,8284912109375	-99,61700439453125	-138,66424560546875	0,728759765625	0,51318359375	-0,358154296875	26,587	54,784	27,589	NE	0,8913182354737111	-1,4482006604851918	-0,34251094808806215	S	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:31	132,7972412109375	89,83612060546875	-11,74163818359375	0,90234375	0,705810546875	-0,38525390625	28,702	53,533	29,042	NE	1,145597124317292	-2,1147672190634204	1,2509999608488016	None	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:31	-130,55419921875	44,830322265625	35,20965576171875	0,699951171875	0,44921875	-0,049560546875	-2,596	37,621	-39,152	W	0,8317025480066466	31,29826486768272	15,91142076164651	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:31	236,2823486328125	-29,296875	-109,466552734375	-1,140869140625	-1,071533203125	-0,13330078125	-57,724	-9,074	84,055	S	1,5651727704728793	55,12722256925682	46,694684470873895	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:31	62,5152587890625	-1,94549560546875	83,9385986328125	-0,109375	-0,727294921875	-0,619384765625	-47,618	-1,951	87,515	S	0,7354731769481212	-10,105512008061837	-7,12276840625208	S	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:31	89,79034423828125	-25,32958984375	-46,93603515625	-0,158447265625	-0,7060546875	-0,507568359375	-41,273	8,028	1,017	N	0,7236150618421109	-6,344803372940788	-9,978688104152187	S	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:32	201,0498046875	-107,3150634765625	-185,6231689453125	0,546630859375	0,117919921875	-0,3525390625	-0,212	47,304	-21,846	NW	0,5592051541215058	-41,06157209522167	-39,276496944958495	S	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:32	93,80340576171875	-121,0784912109375	-2,0294189453125	0,73046875	0,6943359375	-0,4853515625	24,932	49,107	5,576	N	1,0078129731406351	-25,144159172007505	-1,8021720537029324	S	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:32	-119,16351318359375	62,49237060546875	-169,9371337890625	0,9873046875	0,5078125	-0,5634765625	20,882	51,069	-1,287	N	1,1102450545333327	4,050904142885578	-1,9624512745693892	W	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:32	-62,50762939453125	134,7503662109375	-101,55487060546875	0,872314453125	0,4072265625	-0,496826171875	18,129	51,272	-3,644	N	0,9626868537257244	2,752083932668345	-0,20249441102807708	W	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:32	29,42657470703125	-171,966552734375	-124,9847412109375	0,73193359375	0,679931640625	-0,50048828125	7,768	36,035	-39,426	W	0,9990164270835561	10,361838281000182	15,236278019844377	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:32	-27,29034423828125	-128,91387939453125	-168,0145263671875	-1,1396484375	-1,2294921875	-0,38720703125	-48,65	0,668	82,456	S	1,6764395605627203	56,41764037677553	35,36681665979165	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:32	121,0784912109375	150,38299560546875	-39,11590576171875	0,113037109375	-0,40380859375	-0,863037109375	-38,435	4,948	-82,577	S	0,4193313349634251	-10,215313395434286	-4,279196317872979	S	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:33	185,53924560546875	-156,25762939453125	54,6875	0,214599609375	-0,65771484375	-0,736083984375	-42,027	4,84	-82,551	S	0,6918394380439652	3,5919128241684604	0,10729881082631465	N	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:33	25,32196044921875	-134,674072265625	146,36993408203125	-0,283203125	-0,737548828125	-0,38623046875	-31,626	19,591	-68,181	SW	0,7900520766875602	-10,400436366370688	-14,75045056149488	S	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:33	245,84197998046875	2,044677734375	34,73663330078125	1,91552734375	1,644775390625	0,4501953125	32,897	45,728	-8,19	N	2,5247833749174506	-64,52312727560317	-26,136773464985588	S	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:33	-183,4716796875	-17,55523681640625	-214,88189697265625	0,842529296875	0,028564453125	-0,30810546875	20,615	52,26	-7,331	N	0,8430133712314486	12,282345979946445	-6,532586453342724	W	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:33	-162,13226318359375	-113,2965087890625	-95,69549560546875	0,6884765625	0,711181640625	-0,6396484375	24,262	51,761	5,816	N	0,9898380186039951	-3,6475297209178876	0,4993128057106233	None	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-05-06	11:51:33	31,25762939453125	158,172607421875	142,57049560546875	0,979736328125	0,62646484375	-0,482666015625	22,228	50,728	-4,995	N	1,162902176927436	2,033872223621845	1,0328081144597263	N	gpsLong	gpsLat	700	1000	1000	1000	1000
