dia(1)	hora(1)	gyroX	gyroY	gyroZ	accelX	accelY	accelZ	roll	pitch	yaw	brujula	vientoFG	varianzaRoll	varianzaPitch	direccion	gpsLong	gpsLat	altime	motores(4)	motores(4)	motores(4)	motores(4)
20	2019-05-07	11:54:16	99.60174560546875	-46.71478271484375	218.78814697265625	-0.302734375	0.00244140625	1.16943359375	4.886	11.416	-0.325	N	0.30274421921998473	0.067914099284204	-21.61036058662179	SW	gpsLong	gpsLat	700	1000	1000	1000	1000
21	2019-05-07	11:54:16	-136.69586181640625	136.4898681640625	85.82305908203125	-0.234375	-0.020263671875	1.366943359375	8.198	23.47	2.739	N	0.23524935073844022	-3.312564506969898	-12.054888521325337	S	gpsLong	gpsLat	700	1000	1000	1000	1000
22	2019-05-07	11:54:17	115.22674560546875	132.7667236328125	83.94622802734375	0.846923828125	-0.1318359375	1.1669921875	5.424	-7.294	-0.851	N	0.8571234946391381	2.7741299454935398	30.764225639286433	N	gpsLong	gpsLat	700	1000	1000	1000	1000
23	2019-05-07	11:54:17	-187.49237060546875	-142.5323486328125	2.0599365234375	-0.49169921875	0.052734375	1.07568359375	6.701	20.511	1.52	N	0.4945189946058705	-1.2769446347700004	-27.804620932511586	S	gpsLong	gpsLat	700	1000	1000	1000	1000
24	2019-05-07	11:54:17	-148.3917236328125	148.1475830078125	-17.63153076171875	0.012939453125	0.1923828125	1.3779296875	7.217	20.657	2.555	N	0.19281746806911512	-0.5164757963026778	-0.146285075333342	S	gpsLong	gpsLat	700	1000	1000	1000	1000
25	2019-05-07	11:54:17	91.796875	-210.99853515625	-74.31793212890625	1.41162109375	-0.18994140625	1.18701171875	5.929	-8.156	0.532	N	1.4243426027919595	1.2884118290170994	28.813386335913016	N	gpsLong	gpsLat	700	1000	1000	1000	1000
26	2019-05-07	11:54:17	17.57049560546875	-23.32305908203125	52.764892578125	0.41650390625	0.19677734375	1.029052734375	6.337	3.352	2.851	N	0.46064826813395754	-0.4079837928169914	-11.507911191944793	S	gpsLong	gpsLat	700	1000	1000	1000	1000
27	2019-05-07	11:54:17	-201.2786865234375	-52.72674560546875	105.3924560546875	0.68212890625	0.549072265625	0.388427734375	-10.626	-3.652	9.45	N	0.8756598641141387	16.96266611034435	7.004102788848671	N	gpsLong	gpsLat	700	1000	1000	1000	1000
28	2019-05-07	11:54:18	91.78924560546875	228.52325439453125	-246.0174560546875	-0.42578125	-0.112060546875	1.08447265625	-6.313	-8.216	1.812	N	0.44028086378752207	-4.312992415820328	4.563989552143859	None	gpsLong	gpsLat	700	1000	1000	1000	1000
29	2019-05-07	11:54:18	-48.85101318359375	-113.372802734375	-44.9676513671875	-0.368408203125	-0.01318359375	1.056884765625	-1.512	1.212	0.62	N	0.3686440170055067	-4.800760627102078	-9.42860521300893	S	gpsLong	gpsLat	700	1000	1000	1000	1000
30	2019-05-07	11:54:18	-228.515625	-187.52288818359375	-185.56976318359375	-0.204345703125	0.245849609375	0.84521484375	-17.172	-5.676	5.077	N	0.3196860910572913	15.660008547136938	6.888227320899408	N	gpsLong	gpsLat	700	1000	1000	1000	1000
31	2019-05-07	11:54:18	248.11553955078125	-123.046875	107.49053955078125	-0.47265625	-0.550048828125	1.38623046875	1.101	1.305	1.641	N	0.72522937336111	-18.272934437244437	-6.980800982425336	S	gpsLong	gpsLat	700	1000	1000	1000	1000
32	2019-05-07	11:54:18	0.00762939453125	222.64862060546875	-181.6558837890625	0.05615234375	0.017578125	1.045166015625	-16.282	-2.574	6.215	N	0.0588394101528371	17.38288779780087	3.878583781288903	N	gpsLong	gpsLat	700	1000	1000	1000	1000
33	2019-05-07	11:54:18	-168.02978515625	-17.5323486328125	-242.2027587890625	-0.192626953125	-0.480712890625	0.933837890625	-2.279	-0.912	2.404	N	0.5178706655944746	-14.003108353261949	-1.6619812442166135	S	gpsLong	gpsLat	700	1000	1000	1000	1000
34	2019-05-07	11:54:18	-74.21875	21.453857421875	173.797607421875	-0.117431640625	-0.2861328125	1.066162109375	-15.932	-4.642	4.59	N	0.3092930270941123	13.653189537717527	3.7297567688155695	N	gpsLong	gpsLat	700	1000	1000	1000	1000
35	2019-05-07	11:54:19	-13.63372802734375	-76.24053955078125	167.877197265625	0.198486328125	-0.387939453125	1.36572265625	0.744	9.142	7.84	N	0.4357681054683434	-16.6754220763965	-13.783216811383312	S	gpsLong	gpsLat	700	1000	1000	1000	1000
36	2019-05-07	11:54:19	-2.02178955078125	-212.860107421875	-160.1409912109375	0.857666015625	0.107666015625	0.5390625	-20.414	3.481	14.062	NE	0.8643974579316077	21.157048659995656	5.660235438936269	N	gpsLong	gpsLat	700	1000	1000	1000	1000
37	2019-05-07	11:54:19	-74.249267578125	166.00799560546875	109.375	0.165283203125	-0.5751953125	0.703369140625	-27.311	8.012	16.51	NE	0.5984715404739248	6.897420485695058	-4.5310662089372595	W	gpsLong	gpsLat	700	1000	1000	1000	1000
38	2019-05-07	11:54:19	-168.02978515625	-74.22637939453125	48.8433837890625	-0.088623046875	-0.087646484375	1.006591796875	-31.805	8.551	11.679	NE	0.12464329368524231	4.4938637115165925	-0.5382748020851587	W	gpsLong	gpsLat	700	1000	1000	1000	1000
39	2019-05-07	11:54:19	181.610107421875	-5.85174560546875	-210.94512939453125	0.322998046875	-0.5048828125	0.650390625	-39.767	9.318	12.8	NE	0.5993616542981165	7.962602201793214	-0.7676390126474093	W	gpsLong	gpsLat	700	1000	1000	1000	1000
40	2019-05-07	11:54:19	230.64422607421875	162.08648681640625	11.7340087890625	0.6884765625	0.20947265625	1.200439453125	-13.573	10.851	14.29	NE	0.7196379442665923	-26.194346047021547	-1.5322823219954884	S	gpsLong	gpsLat	700	1000	1000	1000	1000
41	2019-05-07	11:54:19	201.07269287109375	232.42950439453125	185.5621337890625	0.2763671875	0.4892578125	1.02734375	0.654	20.768	11.673	NE	0.5619181696821569	-14.227129940339015	-9.917741615877901	S	gpsLong	gpsLat	700	1000	1000	1000	1000
42	2019-05-07	11:54:20	-183.563232421875	169.96002197265625	-11.68060302734375	-0.4296875	0.030517578125	0.965087890625	4.074	-2.652	-12.148	NW	0.43076985761641384	-3.4194761958718103	23.420643295656287	None	gpsLong	gpsLat	700	1000	1000	1000	1000
43	2019-05-07	11:54:20	-181.63299560546875	-33.172607421875	-206.939697265625	-0.232421875	0.037353515625	1.156494140625	7.133	-10.231	-19.641	NW	0.23540436085183883	-3.059106525197066	7.5784190822342925	None	gpsLong	gpsLat	700	1000	1000	1000	1000
44	2019-05-07	11:54:20	-158.22601318359375	-101.5167236328125	-62.4237060546875	-0.197509765625	0.4873046875	0.722412109375	19.336	-20.167	-42.3	W	0.5258098192091082	-12.203108023503002	9.936087241092123	None	gpsLong	gpsLat	700	1000	1000	1000	1000
45	2019-05-07	11:54:20	41.02325439453125	-236.32049560546875	168.02215576171875	-0.51025390625	0.384765625	0.833984375	23.12	-20.238	-52.638	W	0.6390646563729091	-3.7841571373187755	0.07082141278500487	SE	gpsLong	gpsLat	700	1000	1000	1000	1000
46	2019-05-07	11:54:20	162.13226318359375	-193.359375	144.561767578125	-0.326904296875	0.4169921875	0.670654296875	28.175	-19.708	-58.263	SW	0.5298574371954906	-5.0549439784268415	-0.5292270254725722	S	gpsLong	gpsLat	700	1000	1000	1000	1000
47	2019-05-07	11:54:20	197.28851318359375	-39.07012939453125	-93.7347412109375	-0.275146484375	0.60498046875	0.7646484375	33.617	-17.746	-60.423	SW	0.6646103786677513	-5.44213207384087	-1.9620654574218257	S	gpsLong	gpsLat	700	1000	1000	1000	1000
48	2019-05-07	11:54:20	-56.58721923828125	-173.85101318359375	-39.0777587890625	-0.31396484375	0.744140625	0.981201171875	44.773	-15.423	-55.231	W	0.8076627965223807	-11.155903227910521	-2.323758617893283	S	gpsLong	gpsLat	700	1000	1000	1000	1000
49	2019-05-07	11:54:21	-113.2354736328125	111.30523681640625	212.890625	-0.521240234375	0.328857421875	1.2021484375	64.251	-14.981	-39.659	W	0.6163104622295298	-19.4784872175427	-0.4413620103892111	S	gpsLong	gpsLat	700	1000	1000	1000	1000
50	2019-05-07	11:54:21	50.8270263671875	208.97674560546875	80.07049560546875	-0.47607421875	0.802001953125	0.344482421875	59.11	-25.914	-30.159	NW	0.9326595276813171	5.141414099692973	10.932636081591268	N	gpsLong	gpsLat	700	1000	1000	1000	1000
51	2019-05-07	11:54:21	40.96221923828125	-87.97454833984375	-150.50506591796875	-0.56689453125	0.6064453125	0.4052734375	41.116	-41.294	-26.895	NW	0.8301477739621903	17.99358596028781	15.379779303148123	N	gpsLong	gpsLat	700	1000	1000	1000	1000
52	2019-05-07	11:54:21	-5.88226318359375	244.08721923828125	117.28668212890625	-0.95654296875	0.502197265625	1.029052734375	32.379	-30.026	-25.754	NW	1.0803594516022388	8.737010522964667	-11.26770279337714	W	gpsLong	gpsLat	700	1000	1000	1000	1000
53	2019-05-07	11:54:21	-187.6068115234375	218.68133544921875	48.88153076171875	-0.48095703125	0.5673828125	0.890625	16.612	-16.999	-23.146	NW	0.7438030127857937	15.767401294009947	-13.027121515339946	W	gpsLong	gpsLat	700	1000	1000	1000	1000
54	2019-05-07	11:54:21	85.8917236328125	64.47601318359375	54.77142333984375	-0.140625	0.021240234375	1.13623046875	7.719	-10.657	-26.17	NW	0.1422200343879333	8.892879717099445	-6.341503550892993	W	gpsLong	gpsLat	700	1000	1000	1000	1000
55	2019-05-07	11:54:21	113.28125	64.43023681640625	48.78997802734375	-0.27490234375	-0.05615234375	0.89306640625	-5.801	-4.103	-26.282	NW	0.28057865975134555	13.519737276137459	-6.5539060408991405	W	gpsLong	gpsLat	700	1000	1000	1000	1000
56	2019-05-07	11:54:22	11.66534423828125	123.046875	148.42987060546875	-0.355224609375	-0.383056640625	0.9306640625	-22.536	-10.412	-28.981	NW	0.5224145030840278	16.735582856299434	6.308446767872955	N	gpsLong	gpsLat	700	1000	1000	1000	1000
57	2019-05-07	11:54:22	210.8917236328125	-226.5777587890625	-33.25653076171875	-0.08203125	-0.356689453125	1.101318359375	-32.293	-6.565	-24.159	NW	0.36600067205836395	9.756960313725944	-3.8465726140434295	W	gpsLong	gpsLat	700	1000	1000	1000	1000
58	2019-05-07	11:54:22	-31.34918212890625	7.72857666015625	193.29833984375	0.27490234375	-0.92919921875	0.830078125	-42.506	3.223	-18.579	NW	0.969011086997901	10.21310556657793	-9.788711386304081	W	gpsLong	gpsLat	700	1000	1000	1000	1000
59	2019-05-07	11:54:22	138.57269287109375	123.0316162109375	214.90478515625	-0.012939453125	-0.612548828125	0.1494140625	-72.82	4.865	-8.638	N	0.6126854790873413	30.31383508644663	-1.6415694983832574	W	gpsLong	gpsLat	700	1000	1000	1000	1000
60	2019-05-07	11:54:22	-66.45965576171875	175.68206787109375	-60.61553955078125	0.08056640625	-1.054931640625	0.0986328125	-79.357	8.624	-3.043	N	1.0580036447044	6.536928828775473	-3.7587606076495863	W	gpsLong	gpsLat	700	1000	1000	1000	1000
61	2019-05-07	11:54:22	-130.97381591796875	-15.6707763671875	109.344482421875	0.344482421875	-0.057373046875	-1.079345703125	-62.652	10.565	22.566	NE	0.3492274409157826	-16.70477694078634	-1.9410033807987492	S	gpsLong	gpsLat	700	1000	1000	1000	1000
62	2019-05-07	11:54:22	-203.1097412109375	-27.3590087890625	246.1395263671875	0.0302734375	-0.6943359375	-0.66162109375	-56.453	4.382	29.045	NE	0.6949955935990316	-6.199100760233051	6.183125550207282	None	gpsLong	gpsLat	700	1000	1000	1000	1000
63	2019-05-07	11:54:23	-171.74530029296875	148.42987060546875	-203.094482421875	-0.102783203125	-0.9228515625	-0.48095703125	-65.169	-1.675	23.197	NE	0.9285576951667174	8.715538114223826	6.0562606234402026	N	gpsLong	gpsLat	700	1000	1000	1000	1000
64	2019-05-07	11:54:23	-99.54833984375	82.03887939453125	-205.1239013671875	0.35107421875	-1.19189453125	0.296875	-84.863	-3.443	-3.793	N	1.2425239155423047	19.694611458172687	1.7688259972362304	N	gpsLong	gpsLat	700	1000	1000	1000	1000
65	2019-05-07	11:54:23	-78.0487060546875	52.734375	146.5301513671875	-0.216064453125	-0.608154296875	-0.012451171875	-67.757	-10.044	-18.684	NW	0.6453956125600259	-17.106822698204624	6.600619345532969	None	gpsLong	gpsLat	700	1000	1000	1000	1000
66	2019-05-07	11:54:23	203.19366455078125	-72.24273681640625	-224.60174560546875	-0.590576171875	0.188232421875	0.689453125	-30.82	-14.843	-38.678	W	0.6198480938354635	-36.93664122603696	4.799319902884285	None	gpsLong	gpsLat	700	1000	1000	1000	1000
67	2019-05-07	11:54:23	-11.6424560546875	-46.844482421875	89.85137939453125	-0.634765625	0.0009765625	0.74951171875	-6.692	-24.566	-42.91	W	0.6347663762014786	-24.127551529168446	9.722182832569166	None	gpsLong	gpsLat	700	1000	1000	1000	1000
68	2019-05-07	11:54:23	-158.1573486328125	-39.03961181640625	103.5003662109375	-0.364013671875	0.357421875	0.702392578125	9.671	-32.744	-46.072	W	0.510153261324904	-16.363782393231066	8.178019228731248	None	gpsLong	gpsLat	700	1000	1000	1000	1000
69	2019-05-07	11:54:23	74.310302734375	0.02288818359375	-199.16534423828125	-0.593505859375	0.326904296875	0.8359375	27.59	-33.535	-47.754	W	0.677580714326932	-17.918088038474068	0.791682268898569	None	gpsLong	gpsLat	700	1000	1000	1000	1000
70	2019-05-07	11:54:24	-31.2347412109375	21.47674560546875	158.19549560546875	-0.571044921875	0.26123046875	0.997802734375	28.173	-33.915	-43.158	W	0.6279599195829059	-0.5837691207988733	0.3800628462348783	None	gpsLong	gpsLat	700	1000	1000	1000	1000
71	2019-05-07	11:54:24	60.546875	-93.75	-181.6558837890625	-0.667724609375	0.74169921875	0.453857421875	30.44	-36.915	-40.849	W	0.9979849122403388	-2.266512793321567	3.0001519752317947	None	gpsLong	gpsLat	700	1000	1000	1000	1000
72	2019-05-07	11:54:24	72.31903076171875	66.40625	206.97021484375	-0.64111328125	0.395263671875	0.6796875	25.718	-45.279	-29.922	NW	0.7531663891194623	4.721686319579277	8.363522301404629	N	gpsLong	gpsLat	700	1000	1000	1000	1000
73	2019-05-07	11:54:24	-181.58721923828125	248.046875	29.30450439453125	-0.70458984375	0.254638671875	0.6943359375	27.502	-47.809	-23.012	NW	0.7491913648260459	-1.7843048400493409	2.5296604054888547	None	gpsLong	gpsLat	700	1000	1000	1000	1000
74	2019-05-07	11:54:24	-240.22674560546875	150.3753662109375	-171.905517578125	-0.677001953125	0.37109375	0.470458984375	25.045	-50.961	-16.191	NW	0.7720377036286034	2.457169789972802	3.1521007124202356	N	gpsLong	gpsLat	700	1000	1000	1000	1000
75	2019-05-07	11:54:24	181.6253662109375	179.64935302734375	-128.9825439453125	-0.773193359375	0.331298828125	0.58447265625	14.623	-51.865	-10.833	N	0.8411818379509844	10.422633105465914	0.9047001158710444	N	gpsLong	gpsLat	700	1000	1000	1000	1000
76	2019-05-07	11:54:25	169.921875	-244.20166015625	19.47021484375	-0.55078125	0.01611328125	0.699462890625	2.727	-42.822	-4.137	N	0.5510168991820524	11.895394902386844	-9.043001929016881	W	gpsLong	gpsLat	700	1000	1000	1000	1000
77	2019-05-07	11:54:25	-126.9683837890625	-56.70166015625	193.29071044921875	-0.410400390625	-0.006103515625	0.753662109375	-8.899	-29.308	2.246	N	0.41044577416284506	11.625812072114783	-13.514151681699126	W	gpsLong	gpsLat	700	1000	1000	1000	1000
78	2019-05-07	11:54:25	-240.203857421875	-146.52252197265625	11.6729736328125	-0.114501953125	-0.142578125	1.036376953125	-10.464	-13.438	10.01	N	0.18286393574993218	1.5652265598290729	-15.870126186764626	W	gpsLong	gpsLat	700	1000	1000	1000	1000
79	2019-05-07	11:54:25	158.1878662109375	224.5635986328125	191.44439697265625	-0.06640625	-0.142578125	0.887451171875	-13.852	-14.923	3.855	N	0.15728417519756438	3.3878064926933913	1.4845917952069243	N	gpsLong	gpsLat	700	1000	1000	1000	1000
80	2019-05-07	11:54:25	-31.30340576171875	-232.42950439453125	126.9683837890625	-0.082275390625	0.184814453125	0.93115234375	1.756	-9.387	2.107	N	0.20230082052821527	-15.607376176408225	-5.535669205026927	S	gpsLong	gpsLat	700	1000	1000	1000	1000
81	2019-05-07	11:54:25	52.734375	-66.42913818359375	-162.1551513671875	-0.0126953125	0.127197265625	1.06689453125	5.699	-5.162	0.104	N	0.12782924290611075	-3.9435292878752626	-4.225214482471209	S	gpsLong	gpsLat	700	1000	1000	1000	1000
82	2019-05-07	11:54:25	207.03125	44.891357421875	191.4215087890625	0.06787109375	0.1083984375	1.120361328125	7.799	1.637	-0.49	N	0.12789334079326686	-2.0994653640393883	-6.7985151381658415	S	gpsLong	gpsLat	700	1000	1000	1000	1000
83	2019-05-07	11:54:26	203.125	167.9534912109375	-248.016357421875	0.201416015625	0.060302734375	1.1533203125	8.118	7.168	-6.463	N	0.21024944975754883	-0.3191297541633027	-5.531372870571129	S	gpsLong	gpsLat	700	1000	1000	1000	1000
84	2019-05-07	11:54:26	128.90625	-68.389892578125	58.59375	0.365966796875	0.118896484375	1.036376953125	6.649	11.738	-9.913	N	0.3847961413679744	1.4688556135712183	-4.570039651422367	W	gpsLong	gpsLat	700	1000	1000	1000	1000
85	2019-05-07	11:54:26	-179.69512939453125	-103.546142578125	-46.8902587890625	0.37158203125	0.134765625	0.9658203125	8.382	22.824	-9.06	N	0.395265707631609	-1.7328897929101093	-11.086088991710453	S	gpsLong	gpsLat	700	1000	1000	1000	1000
86	2019-05-07	11:54:26	-175.78887939453125	115.19622802734375	74.18060302734375	0.59765625	0.1748046875	0.8720703125	7.554	33.274	-9.095	N	0.6226954889318175	0.8280908934266513	-10.450317612634638	W	gpsLong	gpsLat	700	1000	1000	1000	1000
87	2019-05-07	11:54:26	-195.25146484375	109.3597412109375	-154.21295166015625	0.258544921875	0.18798828125	0.806396484375	13.777	46.761	-14.559	NW	0.31966399627527486	-6.223520243052544	-13.486325651983634	S	gpsLong	gpsLat	700	1000	1000	1000	1000
88	2019-05-07	11:54:26	-66.3909912109375	-142.578125	-60.52398681640625	0.845703125	0.155517578125	0.704345703125	12.537	50.111	-18.207	NW	0.8598834181100546	1.2402829099594364	-3.3501603579655495	W	gpsLong	gpsLat	700	1000	1000	1000	1000
89	2019-05-07	11:54:26	-105.4840087890625	83.984375	-124.94659423828125	0.83349609375	0.03369140625	0.71484375	4.72	54.007	-22.459	NW	0.8341767493472899	7.816737851110269	-3.8956845477476776	W	gpsLong	gpsLat	700	1000	1000	1000	1000
90	2019-05-07	11:54:27	169.9066162109375	169.91424560546875	-205.078125	0.6806640625	0.023193359375	0.522705078125	-2.194	56.196	-24.288	NW	0.6810591001507151	6.914272410525665	-2.189348408751748	W	gpsLong	gpsLat	700	1000	1000	1000	1000
91	2019-05-07	11:54:27	132.8125	-160.1104736328125	148.5443115234375	0.7763671875	-0.15185546875	0.53564453125	-12.976	47.792	-29.185	NW	0.7910790688774052	10.782033438445428	8.4042621280594	N	gpsLong	gpsLat	700	1000	1000	1000	1000
92	2019-05-07	11:54:27	-58.60137939453125	128.9520263671875	-23.3306884765625	0.18359375	-0.6064453125	0.8681640625	-33.699	16.008	-40.821	W	0.6336265320299374	20.722821615096855	31.784028534878743	N	gpsLong	gpsLat	700	1000	1000	1000	1000
93	2019-05-07	11:54:27	113.2965087890625	-232.41424560546875	-119.10247802734375	-0.2685546875	-0.505859375	0.8466796875	-36.659	-9.416	-46.621	W	0.5727262238221795	2.960652894983589	25.423937862040795	N	gpsLong	gpsLat	700	1000	1000	1000	1000
94	2019-05-07	11:54:27	-95.64208984375	7.843017578125	-115.21148681640625	-0.454833984375	-0.2734375	0.98876953125	-18.733	-18.06	-54.197	W	0.5306995569516596	-17.926887743062533	8.644028398100975	None	gpsLong	gpsLat	700	1000	1000	1000	1000
95	2019-05-07	11:54:27	197.31903076171875	-74.21875	-171.8292236328125	-0.306640625	-0.300048828125	1.129150390625	-5.557	-21.26	-56.973	SW	0.42901954752618954	-13.176022228205962	3.1995433488803435	None	gpsLong	gpsLat	700	1000	1000	1000	1000
96	2019-05-07	11:54:27	21.514892578125	-27.34375	-242.2027587890625	-0.441162109375	0.186279296875	0.911865234375	2.907	-22.915	-57.552	SW	0.47887783744128715	-8.463800984369366	1.65546367871546	None	gpsLong	gpsLat	700	1000	1000	1000	1000
97	2019-05-07	11:54:28	-205.03997802734375	-95.7183837890625	-171.85211181640625	-0.483642578125	0.2099609375	0.921142578125	15.663	-22.796	-60.612	SW	0.5272511153627611	-12.755989739540661	-0.11955411523193504	S	gpsLong	gpsLat	700	1000	1000	1000	1000
98	2019-05-07	11:54:28	-101.57012939453125	201.17950439453125	140.6097412109375	-0.576904296875	0.55908203125	0.8759765625	24.892	-23.983	-61.144	SW	0.8033624869381593	-9.228863203711253	1.1869230590068085	None	gpsLong	gpsLat	700	1000	1000	1000	1000
99	2019-05-07	11:54:28	-85.92987060546875	91.796875	-238.3270263671875	-0.06982421875	0.91259765625	0.16748046875	31.565	-26.545	-60.49	SW	0.9152649363528798	-6.672801988817266	2.562854015685918	None	gpsLong	gpsLat	700	1000	1000	1000	1000
