dia(1)			hora(1)			gyro(3)			accel(3)			magne(3)			pitch/yaw/roll(3)			gps(2)		altime(1)		motores(4)
2019-04-11	15:12:43	0.565	0.366	0.954	0.001	0.023	1.059	40.062	39.25	5.338	0.054	-11.429	1.247	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-11	15:12:43	0.671	0.412	0.931	0.001	0.023	1.056	39.35	39.967	7.404	-0.108	-13.422	1.248	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-11	15:12:44	-0.023	0.076	1.091	-0.001	0.023	1.073	38.993	40.325	9.126	0.0	-8.707	1.335	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-11	15:12:45	4.532	-0.252	3.693	-0.003	0.033	1.054	39.884	41.221	5.855	0.271	26.688	2.113	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-11	15:12:45	-19.73	22.034	60.753	-0.18	0.022	0.916	39.884	34.769	8.265	-11.114	-124.654	1.35	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-11	15:12:46	38.948	2.296	117.943	-0.023	-0.042	1.094	45.581	20.79	7.232	0.107	-178.24	-2.024	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-11	15:12:47	1.61	0.137	10.956	0.017	-0.005	1.064	45.581	22.941	7.232	1.678	-82.989	-0.269	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-11	15:12:47	39.825	-154.831	28.229	0.424	-0.152	0.788	43.445	10.753	-7.921	24.153	24.245	-7.171	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-11	15:12:48	-37.346	70.686	-98.19	0.295	-0.163	0.891	45.403	23.837	7.749	20.144	80.62	-9.852	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-11	15:12:49	-117.493	-250.0	-35.538	-0.522	0.042	0.933	42.555	22.045	6.371	-25.556	-163.822	3.304	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-11	15:12:49	30.045	249.992	50.4	-0.745	-0.021	0.833	35.432	53.588	-1.894	-45.698	-94.383	-0.645	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-11	15:12:50	-52.856	141.754	44.769	0.543	-0.122	0.434	41.308	39.429	9.299	47.383	-169.048	-9.954	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-11	15:12:50	-20.34	-250.0	-60.898	-0.809	-0.128	0.792	44.157	16.489	6.543	-42.341	-43.544	-7.325	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-11	15:12:51	-18.616	-23.46	8.652	0.357	-0.352	1.021	49.855	16.489	9.987	18.243	14.332	-18.027	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-11	15:12:52	249.992	-211.281	-73.242	-0.087	0.673	0.308	25.105	24.195	-12.915	-3.439	-146.569	52.353	gpsLong	gpsLat	700	1000	1000	1000	1000
