dia(1)			hora(1)			gyro(3)			accel(3)			magne(3)			pitch/yaw/roll(3)			gps(2)		altime(1)		motores(4)
2019-04-10	18:39:05	0.771	0.488	0.908	0.278	-0.021	1.023	73.714	51.975	12.742	15.252	-156.741	-1.135	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:39:05	0.732	0.572	0.969	0.281	-0.022	1.023	74.782	51.616	12.742	15.252	-159.59	-1.188	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:39:06	0.778	0.443	0.938	0.278	-0.023	1.021	74.07	50.541	12.742	15.228	-157.309	-1.191	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:39:07	0.664	0.381	0.854	0.278	-0.021	1.024	75.138	52.692	13.087	15.186	-156.084	-1.134	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:39:07	0.816	0.679	0.908	0.279	-0.021	1.021	74.96	50.72	11.881	15.29	-158.17	-1.187	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:39:08	0.671	0.42	0.816	0.279	-0.02	1.025	75.316	52.513	12.226	15.2	-156.942	-1.079	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:39:09	0.763	0.443	0.854	0.279	-0.02	1.02	75.85	51.616	11.709	15.228	-155.547	-1.137	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:39:09	0.725	0.458	0.862	0.28	-0.021	1.019	73.892	51.437	13.259	15.294	-158.097	-1.138	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:39:10	0.664	0.458	0.946	0.28	-0.021	1.025	73.002	51.975	11.365	15.304	-160.601	-1.134	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:39:11	0.854	0.42	0.832	0.279	-0.022	1.018	74.782	50.9	12.742	15.362	-162.119	-1.194	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:39:11	0.618	0.305	0.885	0.278	-0.019	1.022	75.138	52.333	11.709	15.12	-160.42	-1.079	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:39:12	0.839	2.007	0.969	0.278	-0.022	1.032	74.782	51.258	12.054	15.06	-161.259	-1.179	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:39:12	0.732	0.366	0.946	0.277	-0.02	1.022	74.96	50.72	12.57	15.228	-159.497	-1.137	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:39:13	0.832	0.412	0.877	0.279	-0.019	1.023	74.782	51.258	12.398	15.253	-158.629	-1.027	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:39:14	0.763	-0.549	0.862	0.279	-0.021	1.018	75.138	52.333	12.054	15.247	-159.598	-1.142	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:39:14	0.694	0.145	0.923	0.278	-0.02	1.023	74.96	52.154	12.57	15.2	-157.437	-1.081	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:39:15	0.885	-0.343	0.961	0.279	-0.022	1.021	73.358	51.258	12.054	15.451	-154.247	-1.137	gpsLong	gpsLat	700	1000	1000	1000	1000
