dia(1)			hora(1)			gyro(3)			accel(3)			magne(3)			pitch/yaw/roll(3)			gps(2)		altime(1)		motores(4)
2019-04-10	18:40:41	0.755	0.565	0.961	0.28	-0.02	1.024	75.672	51.437	11.881	15.29	-159.04	-1.079	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:40:41	0.771	0.427	0.801	0.278	-0.02	1.023	74.96	52.154	12.915	15.267	-157.019	-1.081	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:40:42	0.778	0.465	0.763	0.281	-0.02	1.023	75.138	52.333	10.676	15.224	-156.342	-1.079	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:40:43	0.786	0.42	0.832	0.277	-0.021	1.023	75.494	51.258	14.464	15.29	-160.299	-1.133	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:40:43	0.694	0.481	0.885	0.28	-0.02	1.019	76.028	52.513	12.915	15.304	-158.693	-1.188	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:40:44	0.862	0.427	0.984	0.279	-0.021	1.022	74.782	52.333	12.398	15.309	-159.231	-1.139	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:40:45	0.9	0.443	0.885	0.279	-0.021	1.022	75.138	52.333	12.398	15.238	-160.23	-1.187	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:40:45	0.694	0.336	0.816	0.279	-0.021	1.024	74.426	51.258	12.054	15.228	-160.967	-1.137	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:40:46	0.755	0.427	0.885	0.278	-0.02	1.022	74.426	52.692	13.776	15.385	-160.018	-1.082	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:40:47	0.725	0.381	0.862	0.278	-0.022	1.023	74.782	51.975	12.054	15.266	-157.226	-1.19	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:40:47	0.74	0.45	0.877	0.279	-0.021	1.02	73.536	51.437	11.881	15.267	-158.935	-1.138	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:40:48	0.748	0.45	0.885	0.279	-0.02	1.021	74.248	53.229	12.226	15.296	-154.664	-0.975	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:40:48	0.778	0.443	0.877	0.279	-0.019	1.022	74.248	52.154	12.915	15.267	-157.015	-1.027	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:40:49	0.847	0.381	0.916	0.28	-0.021	1.023	74.426	51.616	12.054	15.2	-157.668	-1.135	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:40:50	0.847	0.427	0.877	0.279	-0.019	1.024	73.892	51.079	12.226	15.21	-159.182	-1.026	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:40:50	0.71	0.465	0.923	0.28	-0.02	1.021	75.316	51.079	12.915	15.333	-160.382	-1.082	gpsLong	gpsLat	700	1000	1000	1000	1000
2019-04-10	18:40:51	0.793	0.305	0.908	0.278	-0.019	1.022	74.248	50.72	12.57	15.176	-158.4	-1.028	gpsLong	gpsLat	700	1000	1000	1000	1000
